FundID,FundName,FundFormerName,FundNo,FirstFund,Investor,InvestorWebsite,Vintage,FundStatus,FundSize,NativeFundSize,NativeFundCurrency,FundSizeGroup,FundCategory,FundType,FundAccessPoint,SBICFund,CloseDate,OpenDate,FundTargetSizeLow,FundTargetSizeHigh,FundTargetSize,Domiciles,FundLocation,FundCity,FundState_Province,FundCountry,TimeTakenToCloseFund,FundFamily,TotalFundInvestments,AsOfYear,AsOfQuarter,IRR,DPI,TVPI,RVPI,GainSinceInception,Contributed,CalledDownPercent,DryPowder,DryPowderPercent,Distributed,NAV,DistributedAndNAV,Sources,Quartile,IRRDifferenceFromBenchmark,DPIDifferenceFromBenchmark,TVPIDifferenceFromBenchmark,RVPIDifferenceFromBenchmark,IRRBenchmark,DPIBenchmark,TVPIBenchmark,RVPIBenchmark,RowID,LastUpdated
12973-06F,Tiger Global Private Investment Partners V,,1,,Tiger Global Management,Tiger Global Management (www.tigerglobal.com),2008,Fully Invested,1237.5,1237.5,USD,1B - 4.99B,Venture Capital,Venture - General,Primary Fund,No,01/24/2008,12/01/2007,1237.5,,> 1237.5,United States,"New York, NY",New York,New York,United States,54 days,Tiger Global Private Investment Partners,25,2013,4Q,,0.26,1.63,1.37,846.33480937,1342.83197812,100.00,18.51,1.49583333,347.34,1841.82188438,2189.1667875,"Boedecker Foundation, CCNY, Employees' Retirement Plan of Duke University, JPMorgan Chase Retirement Plan, Rockefeller Foundation, VALIC",,,-1.67,-0.635,1.205,15.1,1.93,2.265,0.165,156a25dc6640c737026cdd5eaf305e8fb9f78c9d0ebbaae63b6214cff3dd8641,12/16/2024
12973-15F,Tiger Global Private Investment Partners VI,,5,,Tiger Global Management,Tiger Global Management (www.tigerglobal.com),2010,Closed,1250.0,1250.0,USD,1B - 4.99B,Venture Capital,Venture - General,Primary Fund,No,02/14/2011,08/19/2010,1250,,> 1250,Cayman Islands,"New York, NY",New York,New York,United States,179 days,Tiger Global Private Investment Partners,37,,,,,,,,,,36.88,2.950014,,,,,,,,,,12.255,1.3725,1.89,0.5525,d1ea4c0bfcee432611cc02ff88451a2b66e7df8359fea1d2f7b38662ebf62376,12/16/2024
13010-23F,FirstMark Capital II,FirstMark Capital V,4,,FirstMark Capital,FirstMark Capital (www.firstmark.com),2011,Closed,225.0,225.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,01/01/2012,12/13/2011,225,,> 225,United States: Delaware,"New York, NY",New York,New York,United States,19 days,FirstMark Capital,92,2024,3Q,,0.375,1.57,1.19,125.491935,216.5032125,96.22,18.0,8.0,84.60,257.3927025,341.9951475,"OCERS, OPPRS",,,-0.625,-0.53,0.22,15.98,1.0,2.1,0.97,24c95ac67a333949d1aee07daea34c78625015accf22bc1d3e911d75697ed009,12/15/2024
13012-30F,IDG-Accel China Growth Fund III,,"32 (Accel), 9 (IDG Capital)",,"Accel, IDG Capital","Accel (www.accel.com), IDG Capital (en.idgcapital.com)",2011,Closed,551.0,551.0,USD,500M - 999M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,08/29/2011,,550,,> 550,"China, United States","Beijing, China",Beijing,,China,,"IDG-Accel China Growth Fund, IDG-Accel China Growth Fund",26,2018,2Q,,,3.27,,,,,253.37,45.98360181,,,,"CCNY, IDG Capital, Rockefeller Foundation, The Helmsley Charitable Trust, Helmsley, The Sherman Fairchild Foundation",,,,1.21,,9.44,0.82,2.06,0.795,b9004642aaa76d6da1dd7add94e0a808ced04c71f889dd6a0a9c37d77826bb29,12/09/2024
13087-72F,Acumen Capital Markets I,,1,Yes (Acumen Fund),Acumen Fund,Acumen Fund (www.acumen.org),2009,Closed,40.0,40.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,09/01/2010,,,,,United States: Delaware,"New York, NY",New York,New York,United States,,Acumen Capital Markets,49,,,,,,,,,,0.79,1.98,,,,,,,,,,5.2,0.94,1.72,0.3,6e15db0a09f9ff614f566dbd167385f3d4f4034f22e6b79b84d24f98549f7e63,12/09/2024
13102-84F,Accel XI,,30,,Accel,Accel (www.accel.com),2011,Closed,475.0,475.0,USD,250M - 499M,Venture Capital,Venture - General,Primary Fund,No,06/15/2011,06/15/2011,475,,> 475,United States: Delaware,"Palo Alto, CA",Palo Alto,California,United States,,Accel,144,2012,4Q,,0.0,0.97,0.97,-4.92914286,142.5,30.00,8.08,1.7,0.00,137.57085714,137.57085714,"Adams Street, AECF, CCNY, Cox Enterprises Master Trust, HarbourVest, HarbourVest Partners (Australia) Pty Ltd, Knight Foundation, Liberty Mutual, LMIE, LMFIC, Michigan Department of Treasury, MLIC, Mott, Mott Foundation, Rockefeller Foundation, RWJF, SMRS, The Helmsley Charitable Trust, Helmsley, The Sherman Fairchild Foundation, The Walt Disney Company Retirement Plan Master Trust",,,-1.51,-0.9,-0.13,14.3,1.51,1.87,1.1,4078312f872c88760774e398048676727e3f7908e4138509aa5b857f1f8fa147,12/15/2024
11144-89F,Insight Capital Partners IV,,4,,Insight Partners,Insight Partners (www.insightpartners.com),2000,Liquidated,740.1,740.1,USD,500M - 999M,Private Equity,Growth/Expansion,Primary Fund,No,01/01/2000,,,,,United States,"New York, NY",New York,New York,United States,,Insight Venture Partners,66,2021,1Q,10.0,1.7,1.7,,,,,200.57,27.1,,,,Insight,2 (Upper-Mid),0.19,0.19,0.17,,9.81,1.51,1.53,0.015,f68e1d5b9c554bbb1d0e198b0da71b67661284bad933296478160f9c3a581f74,12/14/2024
11186-65F,Mangrove II,,2,,Mangrove Capital Partners,Mangrove Capital Partners (www.mangrove.vc),2005,Closed,120.0,120.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,01/01/2005,,,,,Luxembourg,"Luxembourg, Luxembourg",Luxembourg,,Luxembourg,,Mangrove,53,,,,,,,,,,29.69,24.74254,,,,,,,,,,-1.18,0.62656642,1.505,0.08,e67f464b15bf93f77130d541c7e97cdb06a9f3043c721aba04a2704a026951c5,12/14/2024
11190-16F,Menlo Ventures IX,,9,,Menlo Ventures,Menlo Ventures (www.menlovc.com),2001,Fully Invested,1500.0,1500.0,USD,1B - 4.99B,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2001,,1000,,> 1000,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,,Menlo Ventures,178,2024,1Q,0.33,1.0,1.0,,-1.8,1500.0,100.00,,,1514.09,,1498.2,"IPERS, Michigan Department of Treasury, NVPERS, SMRS, WSIB",3 (Lower-Mid),-3.16,-0.17,-0.2,,3.49,1.17,1.2,0.015,a9ed3676d6fa1d6a0d75bcb86157128d840479bc8c7d2a3b603323dc676ed33f,12/12/2024
11206-36F,Asian Conservation Co.,,5,,Next Century Partners,Next Century Partners (www.nextpartners.com),2001,Liquidated,50.0,50.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/2001,,,,,Philippines,"Makati City, Philippines",Makati City,,Philippines,,,1,,,,,,,,,,,,,,,,,,,,,6.95,,,,81e85987d5c83342ea581aee8967b6c88ce86cc73a2538fd865d87ca379c856b,12/09/2024
11247-40F,Redpoint Ventures III,,3,,Redpoint Ventures,Redpoint Ventures (www.redpoint.com),2006,Closed,404.0,404.0,USD,250M - 499M,Venture Capital,Venture - General,Primary Fund,No,09/01/2006,01/01/2006,,,,United States: Delaware,"Woodside, CA",Woodside,California,United States,243 days,Redpoint Ventures,257,,,,,,,,,,14.96,3.70377458,,,,,,,,,,6.01,1.39,1.445,0.095,6941fee5cf30ce705fe673a5c3a23174911e2cec6daf5c8f6c905ebf57b1f926,12/14/2024
11284-21F,Stratus VC III,,4,,Stratus (Investor),Stratus (Investor) (www.stratusbr.com),2006,Closed,28.0,28.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/2006,,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,,Stratus VC,1,,,,,,,,,,0.7,2.5,,,,,,,,,,-11.5,0.42,1.185,0.045,1a9d3cecb02e6342c811aa53c4521e4bf585b1032c598127a43e42bf6af5bb36,12/09/2024
11307-43F,Unique Growth Capital Partners II,,2,,Unique Investment,Unique Investment (www.uniquepartners.com),2001,Closed,,,USD,,Private Equity,Growth/Expansion,Primary Fund,No,12/31/2001,05/13/2001,125,,> 125,United States,"Huntington Beach, CA",Huntington Beach,California,United States,232 days,Unique Growth Capital Partners,8,,,,,,,,,,,,,,,,,,,,,,,,,5e41b8713b23489fab23d593ac95f7026196581ad4301b97c5725aee3bb676d6,12/09/2024
11311-66F,Guayacan Private Equity Fund,,1,Yes (Advent-Morro Equity Partners),Advent-Morro Equity Partners,Advent-Morro Equity Partners (www.adventmorro.com),1997,Fully Invested,42.0,42.0,USD,0 - 99M,Private Equity,Buyout,Primary Fund,No,01/01/1997,,,,,United States: Delaware,"San Juan, PR",San Juan,Puerto Rico,United States,,Guayacon Private Equity Fund,21,2021,2Q,,1.9,2.89,0.99,73.8753624,39.0193776,92.90,0.0,0.0,74.25,38.649156,112.89474,UPR Retirement System,,,0.71798837,1.125,0.98,10.58,1.18201163,1.765,0.01,796c1d0693d5fad02490696face73a9b4a071cfe60a348768f784dc90db8a8c6,12/09/2024
11573-11F,Guayacan Private Equity Fund II,,2,,Advent-Morro Equity Partners,Advent-Morro Equity Partners (www.adventmorro.com),2007,Closed,57.0,57.0,USD,0 - 99M,Private Equity,Buyout,Primary Fund,No,12/31/2007,04/01/2007,50,,> 50,United States: Delaware,"San Juan, PR",San Juan,Puerto Rico,United States,274 days,Guayacon Private Equity Fund,16,2021,2Q,,0.59,1.44,0.85,24.1840398,55.9679808,98.19,5.63,9.870994,32.75,47.4030354,80.1520206,UPR Retirement System,,,-0.77,-0.16,0.66,9.325,1.36,1.6,0.19,82291c6b948dc35871ad8d0a7b238914bff068e8c974cb5a94b2b7b7f1aaae82,12/09/2024
11573-20F,Pinnacle Ventures Equity Fund III,,6,,Pinnacle Ventures,Pinnacle Ventures (pinnacleventures.com),2011,Closed,,,USD,,Venture Capital,Venture - General,Primary Fund,No,12/31/2011,08/01/2011,250,,> 250,United States: Delaware,"Burlingame, CA",Burlingame,California,United States,152 days,Pinnacle Ventures Equity,35,,,,,,,,,,,,,,,,,,,,,,,,,05982e8d3db599c57cea41cbac84263fd9815370cecddbd2419b7474d65ed9fe,12/13/2024
11581-21F,Kleiner Perkins Caufield & Byers XIII,,19,,Kleiner Perkins,Kleiner Perkins (www.kleinerperkins.com),2008,Closed,700.0,700.0,USD,500M - 999M,Venture Capital,Venture - General,Primary Fund,No,05/01/2008,,,700,< 700,United States: Delaware,"Menlo Park, CA",Menlo Park,California,United States,,Kleiner Perkins Caufield & Byers,190,,,,,,,,,,10.47,1.49583333,,,,,,,,,,15.1,1.93,2.265,0.165,25f8de699c71556cbb834b6c3c2f5a90759425c8f2e9af9819415ca01e869b30,12/14/2024
11588-14F,DN Capital - Global Venture Capital II,,2,,DN Capital,DN Capital (www.dncapital.com),2008,Closed,69.8253191,47.5,EUR,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/03/2007,10/17/2007,,147,< 147,United Kingdom,"London, United Kingdom",London,England,United Kingdom,47 days,DN Capital - Global Venture Capital,27,2023,2Q,10.9,2.059,4.39,2.328,142.88465298,42.1891928,60.42,0.06,0.08503401,86.88,98.19644876,185.07384579,DN,2 (Upper-Mid),2.835,1.11677778,2.85,1.873,8.065,0.94222222,1.54,0.455,1516e04998da2ce80bd4082c0d67cfdac1802a9657b635caaea7a2b6b88ca2b9,12/09/2024
11591-02F,Tarpon All Equities,,1,,Tarpon Capital,Tarpon Capital (tarpon.com.br),2006,Liquidated,,,USD,,Other,Hedge Fund,Primary Fund,No,,09/04/2007,,,,United States,"Sao Paulo, Brazil",Sao Paulo,,Brazil,,,3,,,,,,,,,,,,,,,,,,,,,,,,,68d935c88e31139b8b4f6641d2153fe7ab311b9555c7b255ec40175b00f80b0c,12/09/2024
11640-07F,Accel India Venture Fund,Erasmic Pioneer Fund,"18 (Accel), 1 (Accel India)",,"Accel, Accel India",Accel (www.accel.com),2006,Closed,10.0,10.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2006,,60,,> 60,"India, United States","Bangalore, India",Bangalore,Karnataka,India,,Accel India,12,,,,,,,,,,0.75,7.51775828,,,,,,,,,,5.65,0.635,1.15,0.059,f3a1a3f065fab110d50765e43dc3420b8656213236930b45c29e92d987824fdd,12/09/2024
11711-53F,General Catalyst Group V,,8,,General Catalyst,General Catalyst (www.generalcatalyst.com),2007,Closed,600.0,600.0,USD,500M - 999M,Venture Capital,Venture - General,Primary Fund,No,10/26/2007,09/01/2007,495,,> 495,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,55 days,General Catalyst Group,47,,,,,,,,,,9.75,1.625,,,,,,,,,,12.0,1.6975,2.16,0.185,77ebadc150d1507768a984a3bc089ed5eb7f7832a846c5ccbda3d9dc526d96dc,12/14/2024
11711-62F,General Catalyst Group V Supplemental,,9,,General Catalyst,General Catalyst (www.generalcatalyst.com),2007,Closed,220.0,220.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,10/26/2007,09/01/2007,220,,> 220,United States,"San Francisco, CA",San Francisco,California,United States,55 days,General Catalyst Group Supplemental,122,2024,2Q,,3.37,4.41,1.04,732.56483143,214.5,97.50,5.5,2.5,723.46,223.60391429,947.06483143,STRS Ohio,,,1.96974389,2.69,0.72,11.54,1.40025611,1.72,0.32,6448b4e1ded1395a5597cbd5dd99ad7558eff5b92d149e0f3d8b6afd560fa882,12/14/2024
12040-75F,Riverwood Capital Fund I,,1,Yes (Riverwood Capital),Riverwood Capital,Riverwood Capital (www.riverwoodcapital.com),2010,Fully Invested,780.0,780.0,USD,500M - 999M,Venture Capital,Venture - General,Primary Fund,No,04/14/2011,02/19/2010,750,,> 750,"Canada, Cayman Islands","Menlo Park, CA",Menlo Park,California,United States,1 year 54 days,Riverwood Capital Fund,79,2024,1Q,24.6,1.96,2.03,0.07,906.15678549,875.02974446,100.00,23.01,2.950014,1717.16,64.03129646,1781.18652994,OPERS,1 (Top),12.345,0.5875,0.14,-0.4825,12.255,1.3725,1.89,0.5525,4be61b2ae51e1ebc8af55ff206f10ff7e655cc016f0c82cf76090a35eb026cdb,12/12/2024
12120-31F,Arboretum Ventures II,,2,,Arboretum Ventures,Arboretum Ventures (www.arboretumvc.com),2007,Closed,73.0,73.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/17/2009,03/30/2007,58.9,,> 58.9,United States: Delaware,"Ann Arbor, MI",Ann Arbor,Michigan,United States,1 year 294 days,Arboretum Ventures,54,2023,3Q,20.7,,,,,,,0.3,0.4109589,,,,"Arboretum, Michigan Department of Treasury, SMRS",1 (Top),9.16,,,,11.54,1.40025611,1.72,0.32,3465825a201b83523bbfe28fa5c421fcf7102444c159bef265e8a40753d76a25,12/12/2024
12415-33F,Hicks Muse Tate & Furst Equity Fund IV,,4,,Hicks Muse Tate & Furst,,1998,Liquidated,4100.0,4100.0,USD,1B - 4.99B,Private Equity,Buyout,Primary Fund,No,01/01/1999,,,,,United States,"Dallas, TX",Dallas,Texas,United States,,Hicks Muse Tate & Furst Equity Fund,32,2023,4Q,-8.8,0.63,0.63,0.0,-1610.883153,4340.206987,100.00,113.32,2.76401156,2729.32,0.0,2729.323834,SBA,4 (Bottom),-16.55,-0.725,-0.71,0.0,7.75,1.355,1.34,0.0,5b7e16b2e2d1b685e1be221f3599f5aa065339d9d56870d556fe98f2fd15676e,12/09/2024
12427-39F,Draper Fisher Jurvetson Fund X,,11,,Draper Fisher Jurvetson Management,Draper Fisher Jurvetson Management (www.dfj.com),2010,Liquidated,350.0,350.0,USD,250M - 499M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,07/15/2010,07/01/2008,400,600,400 - 600,"Cayman Islands, United States: California","Menlo Park, CA",Menlo Park,California,United States,2 years 14 days,Draper Fisher Jurvetson Fund,110,2024,2Q,0.15,0.55,1.01,0.46,3.962,350.0,100.00,10.33,2.950014,192.53,177.167375,369.70192875,"NM PERA, TCDRS",4 (Bottom),-11.53,-0.8225,-0.83,-0.0475,12.255,1.3725,1.89,0.5525,c7c905ca87d0aa1a6050da33379d6febc0d1e8e0ab53c68f04b1bf2bd939e7fa,12/14/2024
12488-41F,Index Ventures V,,6,,Index Ventures,Index Ventures (www.indexventures.com),2009,Closed,447.52836477,350.0,EUR,250M - 499M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,03/03/2009,,447.53,,> 447.53,United Kingdom: Jersey,"London, United Kingdom",London,England,United Kingdom,,Index Ventures,57,,,,,,,,,,387.58,86.60536705,,,,,,,,,,,,,,1c9a6c09424a764aaaa9851493e2fad8ea6965cd14e076e8659a73e0b09e39c8,12/13/2024
12513-79F,Atomico Ventures II,,2,,Atomico,Atomico (www.atomico.com),2010,Closed,165.0,165.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,03/21/2010,05/05/2009,266,,> 266,Cayman Islands,"London, United Kingdom",London,England,United Kingdom,320 days,Atomico,90,2022,1Q,6.62,,1.42,,84.0381102,160.1571048,97.06,4.84,2.935088,174.90,69.2984226,244.195215,WMPF,3 (Lower-Mid),-3.14,,-0.05,,9.76,0.6175,1.47,1.19,8d4e6a1fe6949969c38213bbc6151d432d7acd99a4b63687f03ec5235b56c641,12/14/2024
12629-08F,Pinnacle Ventures Equity Fund II,,5,,Pinnacle Ventures,Pinnacle Ventures (pinnacleventures.com),2008,Closed,176.0,176.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,06/01/2009,06/01/2008,245,,> 245,United States: Delaware,"Burlingame, CA",Burlingame,California,United States,1 year,Pinnacle Ventures Equity,23,2021,4Q,-11.6,0.49,0.56,,-65.97011647,149.00730738,84.66,0.0,0.00000424,72.98,,83.03719091,CalPERS,4 (Bottom),-20.35,-0.34,-0.82,,8.75,0.83,1.38,0.535,985c1bde3ec586717eec1b540bbb866633f19aa0299ef5e86c0fabda7f269b52,12/16/2024
12679-84F,Gavea Investments IV,,5,,Gávea Investimentos,Gávea Investimentos (www.gaveainvest.com.br),2011,Closed,1900.0,1900.0,USD,1B - 4.99B,Private Equity,Buyout,Primary Fund,No,12/31/2011,,1200,1400,1200 - 1400,Brazil,"Rio de Janeiro, Brazil",Rio de Janeiro,,Brazil,,Gavea Investments,4,,,,,,,,,,68.93,3.62815513,,,,,,,,,,-3.45,0.19,0.99,0.53,5680ac0bbd8edab7c74e4c95fba35816597c5cb7fef9d3c2c6cb4a0d825b2a11,12/12/2024
12701-08F,Venrock Associates VI,,13,,Venrock,Venrock (www.venrock.com),2011,Closed,328.4,328.4,USD,250M - 499M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,07/06/2010,06/25/2010,350,,> 350,United States: Delaware,"Palo Alto, CA",Palo Alto,California,United States,11 days,Venrock Associates,103,2021,2Q,,,,4.39,,295.56,90.00,5.58,1.7,,1298.18189586,,"Mayo Pension Plan, Surdna, TCRS, TN Consolidated Retirement System",,,,,3.29,14.3,1.51,1.87,1.1,74f792b09638c50b1635518845665594419e192e0becbbe2874bf1776533da26,12/16/2024
12702-34F,LeapFrog Financial Inclusion Fund II,,2,,Leapfrog Investments,Leapfrog Investments (leapfroginvest.com),2014,Closed,400.0,400.0,USD,250M - 499M,Private Equity,Growth/Expansion,Primary Fund,No,06/13/2014,08/30/2013,400,,> 400,Mauritius,"London, United Kingdom",London,England,United Kingdom,287 days,Leapfrog Financial Inclusion Fund,18,2013,4Q,,0.0,1.0,1.0,0.0,6.17824,1.54,0.0,0.0,0.00,6.17824,6.17824,"CDC, CDC Investment Works, MLIC, PICA, TIAA",,,-0.4,-0.54,0.0,15.05,0.4,1.54,1.0,9866a34e206ecd3ae658c7b19eba0f594db8f4b88046caee3f40ebb3e144ea38,12/09/2024
12742-12F,Alta Ventures Mexico Fund I,,1,Yes (Alta Ventures Mexico),Alta Ventures Mexico,Alta Ventures Mexico (www.altaventures.com),2011,Closed,70.0,70.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,08/17/2012,02/11/2011,100,150,100 - 150,Canada,"Monterrey, Mexico",Monterrey,Nuevo Leon,Mexico,1 year 188 days,Alta Ventures Fund,45,2023,3Q,14.95,0.82,3.27,2.45,157.71,69.5,99.29,3.33,4.75,57.21,170.0,227.21,"Alta Ventures, Alta",3 (Lower-Mid),-1.03,-0.18,1.17,1.48,15.98,1.0,2.1,0.97,28f2c64ab0d82feee76a43db961cfed7c9f7c6c250b167bd468434693f4d485b,12/12/2024
12744-37F,Vander Capital Partners I,,1,Yes (Vander Capital Partners),Vander Capital Partners,Vander Capital Partners (www.vandercp.com),2010,Liquidated,61.25,61.25,USD,0 - 99M,Private Equity,Buyout,Primary Fund,No,12/31/2010,06/01/2010,175,,> 175,Mexico,"Mexico City, Mexico",Mexico City,,Mexico,213 days,Vander Capital Partners,6,,,,,,,,,,7.26,11.85754392,,,,,,,,,,11.75,1.22,1.84,0.38,3ab06ac0f4fb5f12014a14d31c06b318a2bb78f9786a9813d9cd67ed45e558d3,12/12/2024
12916-45F,BCV III,,4,,Boston Capital Ventures,Boston Capital Ventures (www.bcv.com),1993,Liquidated,72.7,72.7,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/1993,,,,,United States,"Boston, MA",Boston,Massachusetts,United States,,BCV,7,2015,4Q,14.0,,,,,,,0.0,0.0,127.30,,,BCV,4 (Bottom),-24.97,,,,38.97,3.045,3.1,0.0,289df2814be0bce3ae8bd5712aa69b62a14a4203f40941d19da522116bc53a26,12/09/2024
12959-20F,Index Ventures Growth II,,7,,Index Ventures,Index Ventures (www.indexventures.com),2011,Closed,715.4587259,500.0,EUR,500M - 999M,Venture Capital,Venture Capital - Later Stage,Primary Fund,No,06/10/2011,,715.46,,> 715.46,United Kingdom: Jersey,"London, United Kingdom",London,England,United Kingdom,,Index Ventures Growth,31,2024,1Q,18.89,,,,,,,715.46,100.0,,,,"APFC, Mass PRIT",1 (Top),3.445,,,,15.445,1.34,2.07,0.725,4f60451d28a321d6d43e20fd2dd9c80631350df3cbb1d22c99ab457cf86bdf62,12/12/2024
12963-97F,Finaves IV,,5,,Finaves,,2010,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2010,,,,,Spain,"Barcelona, Spain",Barcelona,,Spain,,Finaves,23,,,,,,,,,,,,,,,,,,,,,,,,,4afadc92d6bce540cc49e3e27f1bbf35ee5476d3fe8d79f88f68f66c2aa4fa2b,12/09/2024
12964-42F,TransLink Capital Partners II,,2,,TransLink Capital,TransLink Capital (www.translinkcapital.com),2012,Closed,72.0,72.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,08/28/2012,09/01/2011,100,,> 100,"Cayman Islands, United States: Delaware","Palo Alto, CA",Palo Alto,California,United States,362 days,Translink Capital Partners,7,,,,,,,,,,5.11,7.10266,,,,,,,,,,17.205,1.0155,2.675,1.15135494,b8f8d6e16a1be67f820a13c8fc015e5c98c968a9ee55e64c6524b13ec0fb23b7,12/13/2024
12975-85F,Sequoia Capital 2010,,33,,Sequoia Capital,Sequoia Capital (www.sequoiacap.com),2010,Closed,1358.0,1358.0,USD,1B - 4.99B,Venture Capital,Venture - General,Primary Fund,No,01/25/2011,03/25/2010,1000,,> 1000,United States,"Menlo Park, CA",Menlo Park,California,United States,306 days,Sequoia Capital U.S. Venture Fund,45,2011,4Q,,0.0,1.11,1.11,65.79419467,626.5812,46.14,40.06,2.950014,0.00,692.37539467,692.37539467,"AECF, Boeing Employee Retirement Plans Master Trust, BP Master Trust For Employee Pension Plans, Brighthouse, Brighthouse Life Insurance, CCNY, DDCF, DDF, General American Life Insurance Company, Getty Trust, Howmet Aerospace Retirement Plans Master Trust, HP Incorporated Master Trust, Massachusetts Institute of Technology Retiree Welfare Benefit Plan, Mayo Pension Plan, Metlife Investors Insurance Company, Metlife Investors USA Insurance Company, MGB Erisa Master Trust, MIT Pension Plan, The Massachusetts Institute of Technology Basic Retirement Plan, MIT Basic Retirement Plan, M. J. Murdock Charitable Trust, NMH Plan, The Bat Hanadiv Foundation No. 3, The Sherman Fairchild Foundation",,,-1.3725,-0.78,0.5575,12.255,1.3725,1.89,0.5525,5aaa84f320832cece14758fc6ca1609a364737e4f56c5b67a3c3236c6f3bb6c2,12/13/2024
13002-40F,Summit Partners Venture Capital Fund III,,21,,Summit Partners,Summit Partners (www.summitpartners.com),2012,Closed,520.0,520.0,USD,500M - 999M,Venture Capital,Venture - General,Primary Fund,No,01/05/2012,03/02/2011,500,,> 500,United States: Delaware,"Boston, MA",Boston,Massachusetts,United States,309 days,Summit Partners Venture Capital Fund,59,2024,2Q,17.49,1.95,2.14,0.19,714.32014236,628.576,100.00,0.0,0.0,1213.28,109.74644068,1323.02101695,"APFC, ARMB, CalSTRS, HIERS, IPERS, Maine PERS, NVPERS, PSERS, SCERS, STRS Ohio, TCDRS",3 (Lower-Mid),-1.325,0.595,-0.58,-0.78,18.76,1.335,2.69,0.96,aced9da29ca863492dbd8d4150dd7bd4876117e511b6e6a0b3568b779f1193cd,12/16/2024
13041-19F,Montreal Start Up Fund,,1,Yes (Real Ventures),Real Ventures,Real Ventures (www.realventures.com),2008,Closed,4.9530942,5.0,CAD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,02/01/2008,,,,,Canada,"Montreal, Canada",Montreal,Quebec,Canada,,,56,,,,,,,,,,0.0,0.00000424,,,,,,,,,,8.75,0.83,1.38,0.535,50c87ab89ab77607eee799f91ce3cb205c7bd9f06c8b48dc21e3950c7fa7b380,12/16/2024
13097-35F,Newbridge Latin America,,"10 (TPG), 7 (TPG Newbridge)",,"TPG, TPG Newbridge",TPG (www.tpg.com),1997,Fully Invested,415.0,415.0,USD,250M - 499M,Private Equity,Buyout,Primary Fund,No,04/01/1997,,,,,United States,"Fort Worth, TX",Fort Worth,Texas,United States,,,1,,,,,,,,,,,,,,,,,,,,,3.945,0.98,1.05,0.0,3629e4b1337cfae8cff25986c62c3ddb5e6a6e67faaa60f552511d2ad5c86be9,12/09/2024
