InvestorID,LimitedPartnerID,LimitedPartnerName,LimitedPartnerLocation,Type,CommitmentsTo,LastCommitmentDate,LastCommitedFund,TotalCommitments,RowID,LastUpdated
11333-26,11619-73,West Midlands Pension Fund,"Wolverhampton, United Kingdom",Public Pension Fund,1,01/01/2022,Key Capital Partners VI,318,36dca7c46ba90ef34fea6a5c67bdc340c9fd7273630a9186f66615a339b27bff,12/09/2024
11268-55,52607-44,Lucent Technologies Pension Plan,"Murray Hil, NJ",Corporate Pension,,,,,3dc2e849757ce3df64e7a931104c88675c9a956dd377ad65ea39feea8ae9056b,12/09/2024
38425-06,11619-73,West Midlands Pension Fund,"Wolverhampton, United Kingdom",Public Pension Fund,1,01/01/2022,Key Capital Partners VI,318,86278f6dce966224f29b2458dd48288c07bdc7f5df80952e27c952256d4e141d,12/09/2024
11251-81,52607-44,Lucent Technologies Pension Plan,"Murray Hil, NJ",Corporate Pension,,,,,42072a137935e42b3a0f429cc41f1100e16292b23986fc01ff092470f85f6f8d,12/09/2024
10015-12,11585-98,Manitoba Teachers' Retirement Allowances Fund,"Winnipeg, Canada",Public Pension Fund,1,09/28/2017,New Mountain Partners V,33,8da2c7e9964ebc71ed26dd5951a4248f021017c529ecd648dc4a1eca75e04c81,12/09/2024
11240-47,52607-44,Lucent Technologies Pension Plan,"Murray Hil, NJ",Corporate Pension,,,,,dc41308e0704a90aa3cc9f532b1ab6c4a762f83bc4487bd2dd850aac3f519b1f,12/09/2024
10014-49,10986-49,Russell Investments Group,"Seattle, WA",Money Management Firm,1,05/20/2008,Blackstone Real Estate Partners Europe III,6,ac9f03cbba16a3f7e2aa39196edd847c2f23d96d2b56751bfdcbd242219580fa,12/09/2024
11228-50,52607-44,Lucent Technologies Pension Plan,"Murray Hil, NJ",Corporate Pension,,,,,6da0aae3a06597bfb090a025af680d3703f5ceb87505a99c0eefeca110bc773d,12/09/2024
60945-31,10150-21,Fortress Investment Group,"New York, NY",Money Management Firm,1,01/18/2023,EV3 Master Fund I,3,7ad01585930d46b8d104b51273c93049f596627faaf8217e556bae21b88285cb,12/09/2024
11204-20,52607-44,Lucent Technologies Pension Plan,"Murray Hil, NJ",Corporate Pension,,,,,46c7ff702e7f4ceb08d6811e27bbbf4d325f6258b25fc95dfabfb88646a3a39c,12/09/2024
11295-73,11552-59,Brackett Family Foundation,"Vero Beach, FL",Foundation,1,01/01/2015,Sequoia Capital U.S. Venture Fund XV,1,c7b44925f0d64587b23fa9d2c79496d4509979f6db19b36d13bba09713233d2e,12/09/2024
10331-11,52607-44,Lucent Technologies Pension Plan,"Murray Hil, NJ",Corporate Pension,,,,,66d5ead456f1669d73f363272e4fb7f6c856b0eb85b33ed78eda143eae7a385b,12/09/2024
10014-49,52474-60,New Hampshire Insurance Company,"New York, NY",Insurance Company,5,08/01/2012,Capital International Private Equity Fund VI,20,23c65d37c4cbb4b23bb6218533328218e72c7eccae9df236b44902d3b0cd1882,12/09/2024
10278-19,52607-44,Lucent Technologies Pension Plan,"Murray Hil, NJ",Corporate Pension,,,,,3147e106f51abf1cec8b040d265ed5fdab91f3f5e457b8bbf0344403fbc51282,12/09/2024
11109-61,221659-93,Lutea Trustees,"Saint Helier, United Kingdom",Corporation,2,06/24/2013,Amadeus IV Digital Prosperity Fund,4,708ccd1beb81f7483eadcc7bb54199e601535370b6c58e1b7aa9b2af6e3752f6,12/09/2024
10139-41,52607-44,Lucent Technologies Pension Plan,"Murray Hil, NJ",Corporate Pension,,,,,72e6b00e8ccc9527d0860a8e393b449572b0ba1e12675c4ec9d120a41f89faeb,12/09/2024
11165-23,181852-12,Citco Global Custody,"Amsterdam, Netherlands",Corporation,,07/06/2017,Felix Capital Fund II,7,b33d9ed258b0787b25a83203a0f7a1b3453c301f948cd5f64d04049524d7630d,12/09/2024
10133-20,52607-44,Lucent Technologies Pension Plan,"Murray Hil, NJ",Corporate Pension,,,,,c80437c26779fec376d57eaacb58941c2b951a9f91e05dc309a1814a6acf251c,12/09/2024
126374-59,11606-59,Southern Company,"Atlanta, GA",Corporation,1,11/16/2021,Energy Impact Fund II,6,c190ec72d7039c8a1822f19ee5a2f859e7acbb5326e23f16f70d913285a633b1,12/09/2024
10121-86,52607-44,Lucent Technologies Pension Plan,"Murray Hil, NJ",Corporate Pension,,,,,680703b7439eb8164d45ee0dfd86e0f2048825be8674a842621f96744b87fe2e,12/09/2024
10015-12,11554-12,Bush Foundation,"Saint Paul, MN",Foundation,1,12/31/2017,Sequoia Capital U.S. Venture Fund XIV,56,30e44da8bc046edd69812868d88f02930a44f3b85d1996296f021c4605b2291c,12/09/2024
101217-25,58814-38,Asan Nanum Foundation,"Seoul, South Korea",Foundation,1,02/01/2024,Envisioning Partners Fund,3,d9fead16ed8b716d25c3a58759cb5eafd6dc97db2b379b0f10a7323b89f22d71,12/09/2024
11135-71,11554-12,Bush Foundation,"Saint Paul, MN",Foundation,2,12/31/2017,Sequoia Capital U.S. Venture Fund XIV,56,c3e5b055d8593db6c109882fd9f6268e79fcdda4d903707c1f37ba5d89c3d1c9,12/09/2024
51273-01,11166-13,Dow Venture Capital,"Midland, MI",Direct Investment,1,12/31/2006,Nth Power Fund IV,6,8ca7f528c93fed880226579c1e1217caa045b899f28faca1d612bbae083c8b66,12/09/2024
11166-58,11554-12,Bush Foundation,"Saint Paul, MN",Foundation,1,12/31/2017,Sequoia Capital U.S. Venture Fund XIV,56,33d061f44ba9044798beb7de695fa36e42c62f24f3778b9cb94adf70b306c67d,12/09/2024
52695-82,53214-67,New York Foundation,"New York, NY",Foundation,1,10/07/2020,Rose Affordable Housing Preservation Fund V,8,61d5b0f4b00c905d4aded32f2cef2dcd8fe961352be3fe3659fd696dc7e11ad6,12/09/2024
11295-73,11554-12,Bush Foundation,"Saint Paul, MN",Foundation,13,12/31/2017,Sequoia Capital U.S. Venture Fund XIV,56,2a334eeec46a0d025e212710ca146fa47a6fab3ba9063adb047df22c19ece71e,12/09/2024
11204-11,53219-98,Linda Pace Foundation,"San Antonio, TX",Foundation,2,06/01/2017,KKR Asian Fund III,15,5bdee27c858653b8f6e5433ad6002a3fafa95d206b59de2e1676dab3b99b17c9,12/09/2024
167489-20,11554-12,Bush Foundation,"Saint Paul, MN",Foundation,1,12/31/2017,Sequoia Capital U.S. Venture Fund XIV,56,8f9375d20bfe9da7bf50d9027d692f7bbdbdf8fe4e5ec9d511e3b3117cde2ed8,12/09/2024
11983-06,53226-10,Eddie And Jo Allison Smith Family Foundation,"Greenville, NC",Foundation,2,12/31/2022,Stepstone VC Global Partners IX,54,f4b89fda2e230c49f237d61df42ce389a9fc524ac7affad8aa6db235912fe108,12/09/2024
11109-61,221947-93,Hermann Hauser,"Cambridge, United Kingdom",High-net-worth investor,1,05/03/2018,Oxx I,2,4a906570833f2cfe4528e03dddaa342b7e1bad5744937ab3713398107e4f2cea,12/09/2024
11248-93,53226-10,Eddie And Jo Allison Smith Family Foundation,"Greenville, NC",Foundation,6,12/31/2022,Stepstone VC Global Partners IX,54,939ee0b86fa0cd73695afeb7008b4907328214687518088cb9fbd05109083716,12/09/2024
10014-49,62928-37,Local 804 IBT & Local 447 IAM-UPS Multi-employer Retirement Plan,"Atlanta, GA",Union Pension Fund,2,09/22/2020,Blackstone Real Estate Debt Strategies IV,8,c40597424d7f58e0da93d0249851194aa2d7f7c7f080eebbd1e28a05c421217b,12/09/2024
10877-86,53226-10,Eddie And Jo Allison Smith Family Foundation,"Greenville, NC",Foundation,2,12/31/2022,Stepstone VC Global Partners IX,54,83ab82a10890951c105ea0fd5663402c0f186ef3d580e58a6365bd25ac7cd966,12/09/2024
10014-49,52468-75,Life Insurance Company of North America,"New York, NY",Insurance Company,6,11/16/2015,Peninsula Fund VI,70,c45e9d898e351ea60cc5bf0e18e388fde005d0d1fafad64e0a585d74a0a0e304,12/09/2024
40380-76,10414-36,Merck & Co.,"Rahway, NJ",Corporation,1,02/01/2023,Project Black,8,e4c0f6f17f42564ca553eecf697034a5361a98eaa6e33c6938de6a54cccce013,12/09/2024
10014-49,11584-90,Lumina Foundation,"Indianapolis, IN",Foundation,2,01/13/2014,Rethink Education,25,65c7086764afa8ebffab889997472b3fd88456aad96f093085faf0b42b55b40f,12/09/2024
53301-16,62277-40,Wargaming Group,"Nicosia, Cyprus",Corporation,1,07/15/2014,LVP Seed Fund I,1,612e0f310f3ff90bc45d7ca17cf95dd5b67b1608eed30b61c9a3bf54044d2cd8,12/09/2024
10046-80,11584-90,Lumina Foundation,"Indianapolis, IN",Foundation,3,01/13/2014,Rethink Education,25,a188f6ac6e6a5e926a3c532125882ad9a409f4808b78e34654b32317ecf04073,12/09/2024
267599-80,53213-59,The Libra Foundation,"San Francisco, CA",Foundation,1,03/18/2021,Global Impact Fund,17,887f72d86f0c94b44c23651f7c013e3c7d4665ac549dfa40420f8fcd7c2a3e08,12/09/2024
11318-77,11584-90,Lumina Foundation,"Indianapolis, IN",Foundation,1,01/13/2014,Rethink Education,25,2be80dfd81a73081261fd769dd8c39ce0df6eb8858b9d69050d75f0e4c2f3423,12/09/2024
11593-00,53174-98,Gaylord and Dorothy Donnelley Foundation,"Chicago, IL",Foundation,4,01/11/2019,Lyme Forest Fund V,33,2e9ca470e502620d1f46442832a32ab34018feefd369aa16321188e9030c14c3,12/09/2024
10739-17,11574-55,Healthcare of Ontario Pension Plan,"Toronto, Canada",Public Pension Fund,1,06/16/2022,Sagard Credit Partners Fund II,30,9d3b724aef0990f0e48ca3396c0c7b096da38989ab85e019641fa5230101ffa8,12/09/2024
11217-34,53174-98,Gaylord and Dorothy Donnelley Foundation,"Chicago, IL",Foundation,2,01/11/2019,Lyme Forest Fund V,33,5a6d37ab7b3961803e95d2b4a5bcdb3d495f41a2ab201b2e4de19c656ad23a42,12/09/2024
10014-49,151262-47,Construction & General Laborers' Local 190 Pension Fund,"Glenmont, NY",Union Pension Fund,2,12/31/2015,Blackstone Real Estate Debt Strategies II,2,98424b3807dc39fd1b21e3aec93525b545137903d47670950143aeed8108cc09,12/09/2024
11242-54,52610-59,Johnson & Johnson 401(K) Profit Sharing Plan and Trust,"Lake City, FL",Corporate Pension,2,10/15/2012,ABRY Senior Equity IV,25,7762928480d88302edf2e6abd20249ace37aa0a46a8d64fbbe49fb02cf17a80e,12/09/2024
11127-79,58756-06,UNICare Retirement Plan,"Englewood Cliffs, NJ",Corporate Pension,1,06/12/2000,Boston Millennia Partners II,10,5d132afbcd1bc88d4e4eec145498210df99504a4a5c1c0140f2f99d22f6f19b9,12/09/2024
11281-06,11564-11,The Duke Endowment,"Charlotte, NC",Foundation,1,01/25/2011,Sequoia Capital 2010,51,4718d0c0bcbee275669abba46c419fdb8abd74e20e3c994c2386361852aeb095,12/09/2024
10071-01,11578-15,The James Irvine Foundation,"San Francisco, CA",Foundation,1,01/01/2013,Sequoia Capital Global Growth Fund,135,9fe5c45c849f698b510df771c1822a9052db08de37e0eb1783f05898aeeda02f,12/09/2024
11237-50,11564-11,The Duke Endowment,"Charlotte, NC",Foundation,1,01/25/2011,Sequoia Capital 2010,51,3b0f714106a4034e5afc883fc7ce6e7239fb8a90563d7689eb7a3d0752313dad,12/09/2024
10074-61,11578-15,The James Irvine Foundation,"San Francisco, CA",Foundation,1,01/01/2013,Sequoia Capital Global Growth Fund,135,a88c60892c8e33e074d289b37edb65703971ce2fcf979c001f1d5cfce2417021,12/09/2024
11211-40,11564-11,The Duke Endowment,"Charlotte, NC",Foundation,2,01/25/2011,Sequoia Capital 2010,51,7fd5fca80903abc730a156111cee284a17689972a3aef0ea7228653762d0ec0d,12/09/2024
11133-01,11578-15,The James Irvine Foundation,"San Francisco, CA",Foundation,1,01/01/2013,Sequoia Capital Global Growth Fund,135,487757a003d02ba747c68002c28eeb8493f34621339e41a11da3fc047e5f72f4,12/09/2024
10121-86,11564-11,The Duke Endowment,"Charlotte, NC",Foundation,2,01/25/2011,Sequoia Capital 2010,51,c4060c97ff5587b3fa1f9eef12025bb9a19c8b65ac8ee14dfcf81ebd980814be,12/09/2024
11295-73,11578-15,The James Irvine Foundation,"San Francisco, CA",Foundation,20,01/01/2013,Sequoia Capital Global Growth Fund,135,8d6721888cde38d017ac8287e2cc836f0b63e53ff779c46ebeefe33975508a43,12/09/2024
11281-06,11564-29,DUMAC (Durham),"Durham, NC",Endowment,2,02/01/2016,Qiming Venture Partners V,54,77a176955828eaed7bcc1ab1d737a4b4b425d93ec4c6d28f7767184158aed7b0,12/09/2024
11321-29,11578-15,The James Irvine Foundation,"San Francisco, CA",Foundation,3,01/01/2013,Sequoia Capital Global Growth Fund,135,4872395652c3aaefbec6d8f1a16ff067af1f9a7e89c5005767ff6ac17f64a31b,12/09/2024
11237-50,11564-29,DUMAC (Durham),"Durham, NC",Endowment,2,02/01/2016,Qiming Venture Partners V,54,38e4e681c5bede7f1588ae3bad3ed329cd7e358047661f0815ca986407118b88,12/09/2024
11335-42,11578-15,The James Irvine Foundation,"San Francisco, CA",Foundation,1,01/01/2013,Sequoia Capital Global Growth Fund,135,274965a6fa071fd0eb460a9039952a280fbfa01bb8e421d87af985b9b8d1b130,12/09/2024
11228-50,11564-29,DUMAC (Durham),"Durham, NC",Endowment,3,02/01/2016,Qiming Venture Partners V,54,aceb48fb68ac6cf042d4aabccb79b61438b24b695c912fbc58a0ab632ddb303e,12/09/2024
41895-55,11578-15,The James Irvine Foundation,"San Francisco, CA",Foundation,2,01/01/2013,Sequoia Capital Global Growth Fund,135,c620b9750f11aca5c00386dc8c0af313e7c1503df0bf861e7c78b934fb0a4687,12/09/2024
11216-26,11564-29,DUMAC (Durham),"Durham, NC",Endowment,1,02/01/2016,Qiming Venture Partners V,54,0829698d66226baa5630e3795bd144c18b0915b968ee75b18287d7ac8fe4f67c,12/09/2024
167489-20,11578-15,The James Irvine Foundation,"San Francisco, CA",Foundation,3,01/01/2013,Sequoia Capital Global Growth Fund,135,2487c83847d73a38dd2fbecf763769febfd7cf71242761a1359bec5cdb2767cd,12/09/2024
11211-40,11564-29,DUMAC (Durham),"Durham, NC",Endowment,2,02/01/2016,Qiming Venture Partners V,54,83cb2c54e55e818cac47b13e7d1362220af1094b8349e20fa454e5fac806fb08,12/09/2024
60945-31,42298-93,Benchmark Asset Management,"Madison, CT",Money Management Firm,1,06/30/2012,Meidlinger Water Investments,2,3addb4605525a0e976fdabcdf99095c79bfddc908105f883bfe89872ad1ca8d8,12/09/2024
11191-96,11564-29,DUMAC (Durham),"Durham, NC",Endowment,3,02/01/2016,Qiming Venture Partners V,54,ee0cf6b6864a9e8ad83ec9d7a0c3099ca46ffbcfc6d2d76ac1c9a9636be3b543,12/09/2024
11131-03,10044-10,Wells Fargo Advisors,"Saint Louis, MO",Investment Advisor,2,12/31/2004,Friedman Fleischer & Lowe Capital Partners II,18,52eefb777e85c3a55ca43948346c1d391f2edd9fb1f4cf2f76bd420592ae1e30,12/09/2024
10278-19,11564-29,DUMAC (Durham),"Durham, NC",Endowment,1,02/01/2016,Qiming Venture Partners V,54,c690515dab156272ea6c04578cd40a3605b8c6c8dc76f05fb280c5e36b57f282,12/09/2024
125027-02,58671-01,MetLife Life Insurance,"Tokyo, Japan",Insurance Company,1,03/05/2017,Accion Frontier Inclusion Fund,1,d1c2f44a09248c12b7b694456c48b29b1330a94b4b571e52954fd805bb8b6bf8,12/09/2024
11240-02,10714-87,ACG Capital,"Paris, France",Fund of Funds,,03/23/2006,Alpha Private Equity Fund 5,1,a27fce6fcb8f9ecb87db17aa028066673ac3d726117ecd053dae2ebbb61b0cc9,12/09/2024
10014-49,65271-52,Allstate Plans' Master Trust,"Northbrook, IL",Corporate Pension,5,12/31/2012,KTR Industrial Fund II,115,5ee08a327b1f0c690e9c9a69b2bf482719e939bf9f9d85cc001093d3d46700c6,12/09/2024
11216-98,10714-87,ACG Capital,"Paris, France",Fund of Funds,,03/23/2006,Alpha Private Equity Fund 5,1,ffa297915d1e4fe90a48ae75561c2daac88ee469ab2611cff144f95a57f8e009,12/09/2024
10015-12,65271-52,Allstate Plans' Master Trust,"Northbrook, IL",Corporate Pension,1,12/31/2012,KTR Industrial Fund II,115,4de6e16dcbff180b47d22cddbd451df83bac5e229308639f04b23f49a223e391,12/09/2024
11203-21,10714-87,ACG Capital,"Paris, France",Fund of Funds,,03/23/2006,Alpha Private Equity Fund 5,1,092db98f2998ee24ea5871c14308b3a11900d1c078a82983e2a13bdcedca822c,12/09/2024
10051-21,65271-52,Allstate Plans' Master Trust,"Northbrook, IL",Corporate Pension,3,12/31/2012,KTR Industrial Fund II,115,d8006d2335469c9146c1d67a49a881e1f3198506fc8a237edc1ab16787536057,12/09/2024
10331-11,10714-87,ACG Capital,"Paris, France",Fund of Funds,,03/23/2006,Alpha Private Equity Fund 5,1,1ba9301d99a206c37e006111a29c4f32917676933288e853bc2537ccf63036ee,12/09/2024
10074-61,65271-52,Allstate Plans' Master Trust,"Northbrook, IL",Corporate Pension,2,12/31/2012,KTR Industrial Fund II,115,a7c3ca01b320850bf7409b5fb9e0dfdc1411c1c84dae6960d9c00770eaf1b975,12/09/2024
10121-86,10714-87,ACG Capital,"Paris, France",Fund of Funds,,03/23/2006,Alpha Private Equity Fund 5,1,96e1615f14e0120d79f9d477aa65dbc718dcb5cb675f229ff8077813c8facbd3,12/09/2024
10234-81,53210-53,Baker Street Foundation,"San Francisco, CA",Foundation,1,12/31/2020,HCP Private Equity Fund IX,24,160255f58e41c47e99d5c813bd7e4dcb53683a161ee97990d322762af7f092db,12/09/2024
54886-96,53238-88,Joseph S. & Diane H. Steinberg 1992 Charitable Trust,"New York, NY",Foundation,1,02/23/2022,FVP Opportunity Fund III,24,1891cbd26fca50f725b51b91ec4dcee15cbfdd9703b0339cbb6e9d2c52d194af,12/09/2024
51681-97,53210-53,Baker Street Foundation,"San Francisco, CA",Foundation,1,12/31/2020,HCP Private Equity Fund IX,24,263afbdfcca12d07d9348648378a05c12a9b247a77b06c7ad25dc1d894781a11,12/09/2024
52695-82,53427-70,San Joaquin County Employees' Retirement Association,"Stockton, CA",Public Pension Fund,1,11/19/2024,Silver Point Specialty Credit Fund III,65,d415ff343384d306a86901be0b9e81f0b4721dd413270e980cc7da2e115f0bf8,12/09/2024
442483-12,53210-53,Baker Street Foundation,"San Francisco, CA",Foundation,1,12/31/2020,HCP Private Equity Fund IX,24,15c71b15be1f182c9fadf49ee1b0371f4d10f411b966252a3856a0bb93c18a5b,12/09/2024
10134-73,53427-70,San Joaquin County Employees' Retirement Association,"Stockton, CA",Public Pension Fund,1,11/19/2024,Silver Point Specialty Credit Fund III,65,6f5c2688bc59567654f641c70347b3f2a486ba52f097f407eda0d1cae9acecf3,12/09/2024
10052-11,63631-81,John Hancock Life & Health Insurance Company,"Boston, MA",Insurance Company,1,12/17/2015,Kelso Investment Associates IX,53,8e8e653f27910eae4aa6f3a2d77fcaf1682670552de0920ddef6835e612008c4,12/09/2024
124582-33,64093-24,Lorillard Tobacco Company Retirement Master Trust,"Winston-Salem, NC",Corporate Pension,1,07/03/2018,Ardian Secondary Fund VI Energy,52,af24854559231a14b41653cbbe71280031d421e2efcf8c188e491f0ce11554f7,12/09/2024
10074-61,63631-81,John Hancock Life & Health Insurance Company,"Boston, MA",Insurance Company,1,12/17/2015,Kelso Investment Associates IX,53,d3b556d2d49f35fba15f0ed8b49d75ec4e96747b853e7dba77f28840df224eca,12/09/2024
55270-63,64093-24,Lorillard Tobacco Company Retirement Master Trust,"Winston-Salem, NC",Corporate Pension,1,07/03/2018,Ardian Secondary Fund VI Energy,52,3c570e93a21805cc89f7b4f715e67deb640aab0aa9d1e5ffd0d82f7ae779b94a,12/09/2024
10759-78,60525-82,The Arab Energy Fund,"Riyadh, Saudi Arabia",Corporation,1,07/10/2015,IFC Middle East and North Africa Fund,1,8e1be2ae3a657a3c88f95992f50b3c24bbc849b511ca433edefa429c51bcaba3,12/09/2024
10150-21,64093-24,Lorillard Tobacco Company Retirement Master Trust,"Winston-Salem, NC",Corporate Pension,3,07/03/2018,Ardian Secondary Fund VI Energy,52,5e176e64218d1d986f056fb92c78598a98775569479e09aefa2d28bb11904bce,12/09/2024
167492-08,11356-84,News Corp,"New York, NY",Corporation,1,07/17/2019,Fifth Wall Ventures II,1,ea79a91d99bd619c98ceac290f953237a0d9e9c175b0f9c9320bddba29778d34,12/09/2024
11273-95,62967-43,The Nassau Companies Of New York Employee Pension Plan,"Hartford, CT",Corporate Pension,2,05/24/2019,Z Capital Partners III,111,a3eefd39b7da812aae799c4c1655bcc1f2f56b25e24b9c58f866bbde2a330967,12/09/2024
10014-49,52444-27,Everlake,"Northbrook, IL",Insurance Company,6,03/06/2017,Actis Energy 4,229,3059a226a13ca1de691fff5187105c6a35c9e8248a9306afae2d5a814606d4e8,12/09/2024
11229-04,62967-43,The Nassau Companies Of New York Employee Pension Plan,"Hartford, CT",Corporate Pension,1,05/24/2019,Z Capital Partners III,111,889ba2a49c2864df217d8a15f06ef9d6ce59bfb20236cf67da6a84b9d2d1efee,12/09/2024
10015-12,52444-27,Everlake,"Northbrook, IL",Insurance Company,3,03/06/2017,Actis Energy 4,229,6fced2d03a522daa12da5e96a33b354012ac795e254d9464656aa1480bb7135a,12/09/2024
11211-40,62967-43,The Nassau Companies Of New York Employee Pension Plan,"Hartford, CT",Corporate Pension,1,05/24/2019,Z Capital Partners III,111,7866b9d0f1c54fa725ba8eda355e6d6b9a4fa0319e3d45d53b30bb7af80bcd8b,12/09/2024
10051-21,52444-27,Everlake,"Northbrook, IL",Insurance Company,2,03/06/2017,Actis Energy 4,229,3aa40e9fe48f504ead44d0d7ca6f4970a416cb1792b9e308265a8d316a575bb2,12/09/2024
10121-86,62967-43,The Nassau Companies Of New York Employee Pension Plan,"Hartford, CT",Corporate Pension,,05/24/2019,Z Capital Partners III,111,26e15a82ada02c440782380a6f3551cec84ca0b7ea9b75b52a63477797c45885,12/09/2024
10074-61,52444-27,Everlake,"Northbrook, IL",Insurance Company,2,03/06/2017,Actis Energy 4,229,d7f540735034d80aece6b52cb667858458aa26e3e8a8731ffbe79913cc5a69eb,12/09/2024
14157-91,63114-13,1199SEIU Health Care Employees Pension Fund,"New York, NY",Union Pension Fund,2,12/31/2022,Cevian Capital II Co-investment Fund,240,372e8152a48818f30a93b8b6673d4e7f4209e056b1d0a6720c20fb6fd99bd4eb,12/09/2024
10765-99,52444-27,Everlake,"Northbrook, IL",Insurance Company,1,03/06/2017,Actis Energy 4,229,ef9af41b3143acfb3ed250a98ae55ec48ef52e0afc327ff3a08e973fcb03c589,12/09/2024
11251-81,63114-13,1199SEIU Health Care Employees Pension Fund,"New York, NY",Union Pension Fund,4,12/31/2022,Cevian Capital II Co-investment Fund,240,58ed01c94d045ed587fb2fb501ef1fc48361e3bdd719acd6153ebf3f90c53eb6,12/09/2024
10923-58,52444-27,Everlake,"Northbrook, IL",Insurance Company,1,03/06/2017,Actis Energy 4,229,dc1cb8d7478e2826ebfdb4b72ba89d88d52905c28145d70e5a07c3e5d8a5814a,12/09/2024
10150-21,63114-13,1199SEIU Health Care Employees Pension Fund,"New York, NY",Union Pension Fund,3,12/31/2022,Cevian Capital II Co-investment Fund,240,a3ed0f9e6e23daabf1e9c84a3de57164ddf6cdeaf56b5ac37b35dd8bf6c3b277,12/09/2024
10014-49,152295-94,Solutia Pension Master Trust,"Kingsport, TN",Corporate Pension,1,01/01/1998,"Welsh, Carson, Anderson & Stowe VIII",14,6e42b53c8d9e16d76349cd98770fa626e3b9bf55d408b65f759efe385e5ef056,12/09/2024
42202-18,52609-51,HP Pension Plan,"Spring, TX",Corporate Pension,,01/21/2013,Serent Capital II,85,2fdb4898a5aad9ccdff7c34e266d53442e87cc7e1afb869235b2a61ebc400793,12/09/2024
10014-49,53200-54,Ethics And Excellence in Journalism Foundation,"Oklahoma City, OK",Foundation,1,03/27/2015,Ardian Secondary Fund VI,21,b67f5f30e1bb0e1e8c181d3d779245bd805377a18e83ce9a43f0a380f97fe2b3,12/09/2024
11281-06,52609-51,HP Pension Plan,"Spring, TX",Corporate Pension,,01/21/2013,Serent Capital II,85,27266765fb9619b94879255672ab837e64c4b0c8182f114b62faa396a105c4a8,12/09/2024
11166-58,53200-54,Ethics And Excellence in Journalism Foundation,"Oklahoma City, OK",Foundation,1,03/27/2015,Ardian Secondary Fund VI,21,ae4f47c9b26b9d8d7a4d36a19460b2ad81ce170c7398faabf398116177fe3479,12/09/2024
